815	['454', '440']
740	['704', '359', '632', '217', '359']
741	['89', '547', '295', '548', '729', '729']
742	['547', '454', '360', '322', '322', '631']
743	['352', '177', '580', '341']
559	['611', '516', '481', '321']
558	['659', '308', '516', '319']
746	['412', '651', '374', '305', '651']
747	['19', '309', '341', '359', '359']
555	['549', '181', '412', '651', '651']
554	['549', '313', '217', '359', '359']
557	['81', '462', '458']
556	['45', '24', '662']
551	['322', '322', '500', '548']
550	['437', '717']
553	['312', '311', '52']
552	['669', '52']
238	['665', '445', '29']
239	['615']
234	['612', '239']
235	['19', '365', '224', '333']
236	['737', '709', '709', '202', '308', '737']
237	['213', '514', '679', '574', '603']
230	['547', '322', '322', '548', '651', '651']
231	['411', '436']
232	['549', '308', '224']
233	['313', '460', '359', '359']
1050	['438', '720']
1051	['277', '132', '388', '459']
1052	['462', '458']
1053	['487', '58', '172', '9']
1054	['500', '548']
1055	['574']
1056	['454', '440']
1057	['115', '632', '481']
1058	['323', '704', '359', '632', '359']
1059	['89', '547', '692', '500']
992	['618', '632', '546']
1	['111', '108', '359', '714', '359']
614	['466', '172', '45', '359', '359']
146	['322', '322', '365', '528']
147	['659', '631', '365', '573']
144	['323', '717', '60']
145	['454', '572']
142	['305', '328', '133']
143	['360', '309', '45', '305']
140	['58', '163']
141	['223', '478', '117']
613	['236', '359', '651', '632', '651', '359']
610	['305']
616	['554', '536', '129']
617	['481', '546']
148	['500', '308', '565']
149	['115', '328']
1007	['692', '365', '333', '333']
912	['549', '336', '478', '359', '359']
1139	['199', '39', '632', '319', '458']
951	['236', '267', '108', '720']
1005	['631', '412', '63', '573']
1082	['9']
512	['117']
949	['548', '522']
946	['29', '432']
947	['445', '276']
944	['29']
945	['363']
942	['91', '359', '359']
943	['707', '613']
940	['177', '720', '714']
941	['251', '603']
768	['363', '311', '268', '45', '63']
689	['313', '651', '651']
688	['442', '199', '747', '546']
685	['611', '516']
684	['545', '549', '535', '460', '359', '359']
687	['322', '322', '111', '478']
686	['659', '460', '546']
681	['454', '572', '17', '12']
680	['58', '443']
683	['687', '29']
682	['175']
622	['336', '359', '576', '359']
133	['115', '659', '127', '98']
132	['118', '360', '557']
131	['115', '585', '7']
130	['659', '311', '19', '236']
137	['737', '62', '204', '651', '737', '651']
136	['118']
135	['7', '324', '199', '165']
134	['377']
494	['235', '408']
495	['26', '709', '172', '709', '359', '359']
139	['709', '309', '709', '632', '209']
138	['363', '308']
490	['282', '91', '344', '651', '651', '22']
491	['547', '322', '322', '548', '333', '333']
492	['236', '21', '355']
493	['21', '308']
24	['737', '412', '651', '737', '374', '651']
25	['295', '341', '546']
26	['202', '563', '15']
27	['129', '577']
20	['121', '359', '91', '445', '359']
21	['309', '350', '4']
22	['709', '98', '709', '399', '590', '445']
23	['737', '687', '651', '737', '651']
28	['91', '675', '385']
29	['222', '720']
407	['17', '3']
406	['487', '63', '573', '458']
405	['359', '704', '359']
404	['487', '651', '651', '489']
403	['98', '202', '632', '60']
402	['737', '516', '651', '737', '651', '613']
401	['370', '360', '204']
933	['563', '444', '359', '385', '359']
932	['188', '436', '651', '433', '651']
937	['737', '444', '651', '737', '714', '651']
629	['295', '29']
409	['98']
408	['709', '704', '709', '313', '375']
1069	['709', '549', '709', '651', '478', '651']
628	['737', '545', '651', '737', '651']
1068	['437', '93', '62', '63', '147']
758	['295', '297', '111', '297', '704']
1178	['388']
1018	['134', '741']
379	['268', '62', '204', '720']
378	['7']
829	['115', '313', '217', '359', '359']
828	['19', '375', '664']
1060	['709', '709', '563', '675', '385']
371	['7', '704', '692', '305']
370	['466', '412', '651', '651']
373	['328']
372	['549', '224', '69']
375	['347', '129', '536']
374	['665', '651', '514', '239', '651']
377	['704', '618', '386', '313']
376	['386', '268']
1019	['197', '9']
708	['487', '163', '385']
709	['547', '500', '365', '416', '458']
1176	['128', '63', '573']
704	['180', '615', '714', '4']
705	['27', '615', '474']
706	['7']
707	['308', '436', '188']
700	['709', '709', '336', '359', '359']
618	['439', '359', '359']
702	['115', '127', '359', '359']
703	['612', '52', '282', '516', '321']
393	['344', '106', '651', '374', '651']
392	['228', '311', '111', '651', '651']
88	['15', '58', '416', '163']
89	['360', '454', '615', '305']
396	['72']
395	['322', '322', '365', '631', '62', '729', '729']
394	['181']
82	['411']
83	['585', '144', '24', '328']
80	['15', '737', '33', '651', '737', '651']
81	['15', '535', '714']
86	['370', '360', '454']
87	['202', '436']
84	['115', '546', '29']
85	['15', '323', '328']
797	['308', '411', '436']
796	['68']
795	['308', '675']
794	['102']
793	['177', '618', '684']
792	['457', '359', '209', '574', '613', '359']
791	['487', '7', '437', '238']
790	['240', '136', '535']
1170	['709', '341', '709', '60', '15']
799	['585', '377', '327', '416']
798	['547', '365', '573', '321']
7	['659', '549', '313']
601	['547', '548', '729', '729', '385']
607	['68']
586	['611', '106', '63']
587	['202', '106']
584	['172', '313', '15']
585	['737', '313', '737', '632']
582	['442']
583	['313', '651', '651', '736']
580	['737', '618', '204', '651', '737', '651']
976	['324', '440', '160', '163', '160']
1132	['476', '313', '445', '359', '359']
1131	['282', '445', '22']
1130	['533']
1137	['192']
1136	['618', '399', '282', '209', '22']
588	['363', '341', '313', '359', '359']
589	['631', '45', '333', '239', '333']
245	['19', '388', '365', '573']
244	['533']
247	['655', '573']
246	['370', '454', '572']
241	['62', '204', '741']
240	['665', '704', '479']
243	['585', '615']
242	['283', '292']
615	['454', '239']
249	['295', '717', '267', '350']
248	['322', '322', '500']
924	['442', '172', '308']
970	['528', '321', '385']
925	['305', '707', '577']
519	['19', '631', '365', '63', '333', '333']
518	['631', '365', '573', '319']
926	['737', '81', '313', '737', '714']
1009	['315']
1008	['134', '91', '313']
511	['717', '19', '412', '106']
510	['370', '108', '457', '239']
513	['487', '305']
927	['737', '313', '737', '714']
515	['612']
514	['669', '528', '433']
517	['26', '408', '412', '238']
516	['481', '239']
623	['704', '615', '720', '459']
459	['585', '63', '375', '560']
620	['63', '333', '433', '458', '610', '333']
627	['228', '33', '720', '375']
626	['363', '98', '202', '313']
625	['659', '457', '692', '359', '359']
624	['202', '313', '24', '477']
450	['692', '574']
451	['313', '350', '72', '9']
452	['214', '395']
453	['632', '355', '184', '359', '359']
454	['581', '15', '359', '359']
455	['295', '632', '374', '576']
456	['309', '297', '684', '297', '714']
457	['15']
1084	['687']
979	['546']
179	['585', '98', '546']
178	['147']
177	['737', '651', '737', '651']
176	['717', '108', '350']
175	['612', '52', '565', '15']
174	['370', '202', '632']
173	['440', '192']
172	['734']
171	['732', '720', '328']
170	['709', '172', '709', '563', '590']
977	['15', '547', '322', '322', '365', '631', '333', '333']
656	['172', '563', '439', '359', '359']
975	['108', '184', '478', '359', '359']
974	['737', '651', '737', '374', '651']
973	['202', '282', '374']
1081	['388', '359', '239', '359']
971	['412', '344', '328']
657	['28', '460']
654	['118', '665', '202', '163']
253	['228', '311', '172']
978	['144', '127', '563', '359', '359']
182	['659', '15', '224', '576']
183	['89', '411', '436']
180	['709', '611', '709', '308']
181	['295', '108', '313', '184']
186	['482', '240', '692', '746']
187	['378', '436', '516']
184	['549', '478']
185	['7', '69', '184', '714']
886	['58', '489']
652	['15', '322', '322', '386']
188	['127', '202', '359', '675', '359']
189	['308', '436', '188', '516', '321']
1122	['192', '401', '714']
658	['236', '347', '704', '4']
653	['15', '375', '704']
1110	['548', '740', '729', '729']
1123	['651', '740', '729', '651', '729']
650	['115', '295', '386', '217']
1124	['388']
651	['737', '341', '388', '651', '737', '651']
1125	['26', '709', '709', '563']
1148	['395', '720']
1089	['268', '63']
764	['322', '322', '729', '729']
1088	['386', '224', '209']
11	['618', '359', '313', '15', '359']
10	['370', '618', '684', '209']
13	['124', '282', '313', '478', '22']
12	['549', '563', '202']
15	['323', '396', '689']
14	['445', '72']
17	['180', '21', '359', '514', '478', '359']
16	['15', '686', '313', '574', '603']
19	['15', '98', '632']
18	['737', '618', '737', '651', '514', '651']
863	['611', '308']
862	['433']
865	['28', '117']
864	['363', '295', '344', '204']
867	['202', '553']
866	['495']
884	['62', '651', '184', '714', '651']
938	['385']
659	['686', '39', '108', '615', '184']
883	['322', '322', '365', '631', '548', '729', '729']
753	['313', '239']
881	['312', '399', '282', '22', '392']
880	['704', '158', '217']
887	['322', '322', '91', '344', '651', '651']
831	['546']
885	['26', '202', '484', '478']
752	['709', '709', '474', '15', '478']
928	['363', '282', '516', '445', '22']
62	['585', '454', '572']
888	['487', '327', '359', '60', '359']
1012	['63', '573']
1032	['585', '322', '322', '365', '333', '321', '333']
950	['466', '69']
756	['611', '308', '478', '328']
1179	['58', '732', '222']
929	['311', '412', '62', '439']
809	['213']
322	['546', '29']
323	['84', '434']
320	['395', '454', '192']
321	['268', '69', '204', '374']
326	['267', '202', '514', '401']
327	['560']
324	['709', '709', '297', '439', '359', '297', '359']
328	['312', '311', '308', '479']
329	['734']
759	['709', '311', '709', '563', '359', '359']
201	['27', '305']
200	['553']
203	['58', '615', '181', '445']
202	['684', '720', '675', '714']
205	['386', '651', '359', '651', '359']
204	['704', '313', '359', '359', '718']
207	['134', '495', '535', '458']
206	['115', '359', '313', '704', '359']
209	['487', '127', '98', '209']
208	['631', '45', '333', '333']
779	['322', '202', '322', '573', '319', '239']
778	['253', '29']
889	['134', '436', '188', '718']
77	['69', '576', '610']
76	['717', '297', '267', '684', '297']
75	['59', '718']
74	['408', '292', '620']
72	['134', '370', '412', '651', '651']
71	['89', '547', '500']
70	['549', '202', '546', '484']
655	['454', '746', '603']
79	['235', '618', '408', '238']
78	['709', '33', '709', '399', '305', '3']
2	['323', '209', '483']
1042	['267', '615', '313', '514']
1041	['115', '328', '576']
1040	['502', '445', '514', '481']
1047	['235', '106', '412', '344']
1043	['399', '63', '514']
1045	['631', '365', '573']
1044	['347', '704', '684', '479']
1049	['704', '209', '459', '238']
1048	['29']
805	['144', '514']
804	['737', '33', '651', '737', '651']
1142	['430']
1143	['365', '63', '333', '333']
1140	['655', '500', '548', '574']
1141	['585']
1146	['290', '686']
1147	['132']
669	['737', '134', '297', '632', '651', '737', '297', '651']
668	['631']
667	['585', '606']
666	['93', '268', '344', '128', '239']
665	['290', '58', '388', '238']
664	['500', '631', '548', '412', '574']
663	['224', '147', '375']
662	['172', '563', '202', '546']
661	['454', '572']
660	['7', '669', '308', '565']
769	['327', '386', '576']
692	['631', '333', '333']
693	['322', '322', '359', '313', '336', '359']
691	['388']
696	['21', '45']
697	['500', '631', '106', '548', '489']
694	['7', '549', '386']
695	['454', '714', '483']
698	['134', '365', '631', '333', '478', '333']
699	['295', '704', '385']
542	['295', '704', '172', '209']
543	['202', '365', '573']
540	['118', '360', '454', '202']
546	['311', '295', '315', '675']
547	['251']
544	['704', '459', '603', '718']
545	['290', '474', '24']
8	['659', '33', '684', '69']
548	['7', '144', '363', '662']
549	['39', '684', '720', '238']
68	['632', '479', '359', '714', '359']
598	['134', '224', '445', '15']
995	['411', '436']
869	['149', '407']
997	['93', '344', '204', '160', '160']
996	['295', '350', '72', '9']
991	['33', '308', '481']
990	['15', '213', '69']
993	['747', '315', '350']
868	['7', '370', '675', '576']
999	['7', '111', '445', '217']
998	['144', '500', '548']
120	['328', '163']
121	['297', '267', '192', '297']
122	['199', '98']
123	['454', '388', '160', '160']
124	['98', '355', '479', '375']
125	['737', '651', '737', '478', '163', '651']
126	['669', '204', '481']
127	['659', '172', '108', '478']
128	['731', '350']
129	['121', '123', '192', '445']
765	['15']
1016	['466', '365', '63', '573']
1128	['563', '108', '565', '460']
1010	['322', '563', '322', '313', '359', '359']
1011	['737', '687', '62', '651', '737', '651']
414	['26', '549', '323', '590', '318']
415	['535', '615', '479', '401']
416	['21', '108', '192', '484', '3']
417	['395', '533', '720', '192']
410	['500', '548', '573', '239']
411	['709', '709', '21', '669', '308']
412	['370', '572']
413	['618', '632', '15', '359', '359']
920	['459', '484']
498	['585', '295', '350', '72']
922	['596', '462', '319', '239']
923	['322', '322', '268', '45', '63']
418	['93', '344', '62', '63']
419	['502', '481', '484']
776	['323', '313', '632', '336']
499	['359', '344', '15', '359']
319	['411', '732', '436', '188']
318	['312', '563', '632']
313	['7', '313', '439', '149']
312	['476', '33', '108', '546']
311	['495', '84', '181', '720']
310	['360', '416', '460', '305']
317	['536']
316	['375']
315	['175', '477', '574', '603']
1028	['692', '313', '632', '359', '359']
1177	['81', '563', '355', '359', '359']
861	['172', '563', '69', '359', '359', '359']
921	['115', '386', '91', '651', '651']
1126	['440']
1181	['7', '24', '29']
496	['21', '412', '45']
1134	['737', '98', '651', '737', '651']
832	['487', '437', '386', '62']
833	['236', '378', '62', '516']
830	['737', '98', '63', '737', '651', '651']
497	['24', '239']
836	['325', '631', '632', '729', '729']
837	['322', '322', '740', '729', '729']
834	['341', '365', '333', '333']
835	['665', '123', '283', '731']
838	['487', '39', '489']
839	['659', '360', '385']
808	['132']
3	['476', '549', '313']
725	['363', '460', '457']
368	['437', '632', '546']
369	['747']
366	['224', '328']
367	['500', '462', '163', '603', '458']
364	['709', '709', '632', '374', '704']
365	['585', '328', '704']
362	['737', '322', '322', '737']
363	['295', '359', '684', '184', '359']
360	['585', '375']
361	['572', '687', '433']
959	['585', '377']
1138	['611', '308', '481']
952	['79', '407', '707']
882	['347']
380	['325', '563', '313', '359', '359']
381	['202', '308', '514', '374']
382	['213']
383	['268', '91', '69', '204']
384	['442', '554', '204', '328']
385	['563', '514', '336', '3', '385']
386	['632', '479', '359', '359']
387	['476', '388', '479', '359', '359']
388	['412', '45', '416', '651', '651']
389	['659', '454', '440']
784	['24']
785	['665', '406']
786	['58', '72']
787	['295', '33', '692', '684']
780	['536', '129', '59', '553', '605']
781	['747', '375', '239', '662']
782	['476', '267', '192']
783	['7', '549', '704', '236']
788	['290', '454', '492', '433']
789	['347', '720', '192', '328']
1174	['181', '631', '687', '333', '321', '333']
860	['327', '603', '576', '574']
605	['546']
579	['115', '124']
604	['412', '305']
573	['297', '322', '322', '297', '359', '359']
572	['344', '689', '662']
570	['158', '91', '45', '1']
577	['611', '378', '52', '436']
576	['747', '297', '297']
575	['365', '333', '333']
574	['315', '445', '15', '29']
60	['546']
61	['516', '5']
258	['311', '563', '202', '69']
259	['386', '45', '412', '651', '651']
64	['720', '110']
65	['659', '457', '192']
66	['709', '709', '399', '590', '479', '457']
67	['308', '399']
252	['121', '202', '359', '359']
69	['659', '235', '687']
250	['709', '709', '548', '740', '729', '729']
251	['121', '359', '359']
256	['308', '378', '52', '516']
254	['466', '295', '98', '29']
255	['115', '581', '172', '313']
603	['98', '283', '292']
1172	['554', '333', '163', '740', '333']
602	['323', '202', '209', '445']
939	['692', '632', '460', '359', '359']
731	['282', '359', '22', '359']
730	['15', '84', '181', '328']
733	['315', '328']
732	['132', '313', '553', '12']
735	['627', '399', '374']
734	['692', '322', '322', '313', '359', '359']
508	['669', '565', '305', '478']
509	['444', '91', '651', '651']
506	['487', '500', '163']
507	['737', '21', '651', '737', '478', '651']
504	['224']
505	['308', '411', '188']
502	['127', '224', '445', '359', '359']
503	['659', '466', '33', '341']
500	['322', '322', '412', '632', '359', '359']
501	['121', '747', '474', '297', '297']
630	['466', '328']
631	['202', '620', '478']
632	['24', '481']
633	['121', '202', '308', '399']
469	['98', '546']
468	['236', '108', '313', '60']
636	['333', '401', '460', '740', '333']
637	['737', '91', '651', '737', '478', '651']
465	['144', '132']
464	['308', '612', '52', '565']
467	['172', '313', '632', '359', '359']
466	['487', '363', '341', '192']
461	['632', '79', '359', '385', '359']
460	['322', '322', '365']
463	['313', '79', '740']
462	['147']
901	['202']
168	['377', '416', '458']
169	['618', '669', '565']
164	['322', '322', '548', '333', '740', '333']
165	['127', '224', '632', '209']
166	['325', '615', '4']
167	['737', '136', '737', '651', '651']
160	['606', '432']
161	['615', '9']
162	['457', '632', '514', '385']
163	['7', '408', '704']
964	['347', '238', '741']
965	['484', '460']
966	['19', '295', '184', '355']
967	['327', '58', '492', '149']
960	['709', '295', '709', '374', '359', '359']
961	['615', '108', '675', '29']
962	['444', '432']
963	['606']
1129	['618', '202', '308', '516']
968	['322', '322', '106', '45']
936	['659', '251', '557']
1107	['69', '204', '514']
1104	['26', '709', '236', '709', '399']
1105	['115', '514']
1102	['665', '327', '692', '62']
935	['98', '28']
934	['466', '365', '573', '318']
908	['363', '344', '412', '106']
1108	['308', '192']
1109	['454', '370', '63', '333', '333']
909	['93', '268', '344', '204']
1096	['118', '17']
1090	['322', '322', '213', '528']
1091	['737', '91', '651', '737', '374', '651', '489']
600	['134', '322', '322', '548', '333', '333']
878	['118', '238']
879	['737', '344', '737', '651', '651']
876	['26', '546']
877	['344', '651', '374', '359', '651', '359']
874	['81', '121', '295', '318']
872	['476', '445', '192', '184']
873	['606', '163']
870	['305', '328']
871	['322', '322', '111', '651', '651']
1155	['7', '444', '445', '319', '318']
1154	['312', '395', '686', '433']
9	['172', '313', '478', '319', '458']
1158	['416', '328']
1157	['581', '106', '359', '359', '576']
890	['377', '36', '580']
891	['172', '15', '478', '704']
892	['731']
893	['322', '322', '500', '548', '522']
894	['669', '565', '60', '217', '478']
647	['121', '172', '563', '359', '359']
896	['396', '21', '399', '443']
897	['132', '328']
898	['7', '323', '312', '311', '72']
1098	['7', '572', '731', '163']
1087	['328']
646	['292', '147']
1116	['313', '184', '15', '359', '359']
1099	['720', '532', '318', '321']
649	['359', '359']
1153	['21', '359', '514', '460', '359']
648	['144', '669', '111', '565']
1152	['737', '737', '651', '29', '651']
1086	['669', '308', '481']
357	['615', '684', '69', '359', '359']
356	['495', '573']
355	['487', '322', '322', '500', '548']
354	['115', '7']
353	['308', '516']
352	['290']
350	['535', '238', '328', '163']
803	['502', '213', '528']
802	['553', '59', '536']
801	['476', '618', '359', '359']
800	['93', '344', '374', '741']
807	['325', '615', '305', '321', '385']
806	['295', '319', '714', '321']
359	['39', '478']
358	['28']
216	['717', '459']
217	['177', '238']
214	['7', '360', '313']
215	['359', '60', '217', '478', '359']
212	['115', '659', '359', '457', '359']
213	['111', '224', '209']
210	['172', '315', '632']
211	['91', '160', '577', '160']
762	['476', '217', '576']
763	['606', '344', '610']
761	['24']
766	['709', '236', '709', '359', '590', '15', '359']
767	['15', '581', '563', '209']
218	['63', '416', '305', '133']
219	['163']
957	['709', '341', '709', '632', '359', '359']
956	['416', '483']
1033	['631', '365', '63', '333', '333']
1169	['214', '175', '577', '707']
1078	['277', '686', '311', '474']
1079	['709', '297', '709', '563', '297']
1076	['311', '202', '209']
1074	['98', '615', '573']
1075	['111', '596']
1072	['585', '377', '308']
1073	['549', '123', '675', '714']
1070	['737', '737', '460']
1071	['352', '277', '223', '45']
289	['197', '477']
288	['549', '341', '21', '313']
1003	['553', '536', '129']
4	['98', '359', '313', '478', '359']
281	['436', '188', '433', '553']
280	['363', '359', '478', '359']
283	['631', '333', '217', '333', '577', '707']
282	['33', '127', '563', '181']
285	['91', '313', '336', '359', '359']
284	['737', '737', '651', '163', '651']
287	['58', '407']
1094	['341', '684', '29', '603', '574']
1095	['388']
1083	['737', '308', '436', '737', '514']
1097	['7', '290']
678	['457', '202', '632', '359', '359']
679	['692', '108', '632', '336']
1092	['15', '172', '202', '632']
1093	['98', '359', '344', '336', '359']
674	['7', '692', '24', '328']
675	['297', '388', '297', '72', '457']
676	['360', '460', '375', '163', '718']
677	['27', '309', '28', '651', '651']
670	['58', '615', '386', '350']
671	['547', '548', '313', '333', '333']
672	['500', '548', '375']
673	['322', '322', '365', '313', '333', '321', '333']
263	['737', '717', '651', '737', '460', '651']
262	['737', '717', '33', '651', '737', '651']
261	['322', '322', '631', '333', '333']
260	['19', '21', '91', '651', '651']
267	['477', '328']
266	['144', '352', '24']
265	['158', '192']
264	['545', '328', '433']
1121	['202', '308']
1031	['618', '282', '632', '319']
269	['535', '181', '553']
268	['236', '192', '714']
701	['545', '204', '714']
59	['395']
58	['585', '328']
55	['585', '386', '91', '651', '651']
54	['363', '192', '514', '184']
57	['7', '406', '416', '328']
56	['385', '576']
51	['308', '477', '374']
50	['45', '63', '333', '333']
53	['58', '692', '181', '192']
52	['585', '7', '546']
537	['563', '412', '675', '29', '439']
536	['659', '581', '313', '217']
535	['91', '546']
63	['106', '45', '1']
533	['93', '344', '610']
532	['308', '62', '514']
531	['322', '322', '313', '729', '740', '729']
530	['115', '344', '651', '651']
539	['585', '327', '365', '573']
538	['15', '737', '344', '651', '737', '651']
987	['98', '344', '457', '359', '359']
775	['341', '684', '720']
988	['290', '322', '322', '548']
989	['115', '33', '479', '359', '359']
1171	['202', '308', '192', '481']
774	['236', '308']
982	['214', '327', '574', '603']
983	['228', '62', '45', '610']
980	['308', '516']
981	['563', '313', '359', '359']
986	['352', '557']
777	['581', '709', '709', '388', '478']
984	['136', '370', '347', '605']
985	['386', '365', '631', '687', '333', '333']
115	['108', '631', '333', '333']
114	['737', '651', '737', '319', '321', '651', '458']
117	['28']
116	['476', '33', '632', '29']
111	['282', '15', '478', '392']
110	['737', '651', '737', '632', '651']
113	['585', '268', '62', '29']
112	['377', '352', '747', '546']
771	['747', '297', '297', '457', '359', '458', '359']
119	['495', '84', '91', '651', '651']
118	['641', '553', '707', '536']
770	['149', '321']
773	['93', '344', '106']
772	['487', '27', '532']
953	['487', '547', '573']
429	['7', '704', '386']
428	['549', '295']
534	['202', '123', '460']
919	['466']
918	['322', '322', '365', '573']
421	['202', '481', '477']
420	['295', '347']
423	['202', '479', '478', '714']
422	['93', '69', '63', '149']
425	['502', '355', '217', '478']
424	['585', '737', '651', '737', '651']
913	['655', '573']
426	['277', '21', '378']
309	['236', '651', '651', '741']
855	['98', '444', '462', '249']
300	['686', '481']
301	['282', '22', '392']
302	['144', '295', '374', '359', '359']
303	['277', '692', '204', '328']
304	['7', '313', '481']
305	['322', '322', '729', '740', '729']
306	['618', '669', '481']
307	['308', '411', '436']
895	['709', '363', '709', '590', '478']
825	['737', '315', '91', '651', '737', '651']
824	['549', '618', '412', '416']
827	['659', '360', '192', '675']
847	['282', '478', '22']
846	['615']
826	['737', '717', '651', '737', '651']
843	['58', '615', '158']
841	['547', '548', '458', '729', '729']
1151	['363', '253', '407']
821	['548', '651', '319', '458', '729', '729', '651']
853	['7', '375', '374', '576']
849	['462', '532', '433', '458']
820	['632', '481', '385']
823	['15', '323', '127', '563', '460']
822	['629', '720', '557']
1164	['45', '62', '209', '458']
954	['19', '209', '160', '457', '160']
1034	['454', '360', '484']
1127	['21', '563', '344', '704']
