318	853
319	836
320	186
321	763
322	650
323	514
324	915
325	764
326	766
327	892
328	531
329	650
330	915
331	134
332	706
333	783
334	30
335	209
336	297
337	465
338	847
339	169
340	372
341	793
342	187
343	750
344	185
345	256
346	957
347	887
348	354
349	667
350	980
351	476
352	185
353	958
354	908
355	213
356	925
357	741
358	937
359	57
360	381
361	710
362	58
363	562
364	491
365	235
366	134
367	609
368	490
369	249
370	372
371	206
372	252
373	878
374	536
375	360
376	633
377	253
378	150
379	122
380	342
381	941
382	744
383	478
384	587
385	972
386	484
387	587
388	961
389	611
390	995
391	474
392	966
393	58
394	510
395	7
396	804
397	873
398	391
399	575
400	709
401	836
402	682
403	633
404	949
405	469
406	939
407	6
408	136
409	718
410	595
411	319
412	547
413	999
414	310
415	250
416	805
417	405
418	886
419	920
420	731
421	322
422	544
423	154
424	259
425	312
426	119
427	951
428	155
429	100
430	668
431	975
432	306
433	433
434	780
435	317
436	989
437	501
438	312
439	306
440	637
441	785
442	941
443	476
444	672
445	310
446	948
447	264
448	450
449	444
450	600
451	497
452	79
453	959
454	815
455	910
456	516
457	446
458	4
459	149
460	152
461	386
462	496
463	764
464	429
465	330
466	552
467	997
468	492
469	439
470	421
471	29
472	694
473	361
474	288
475	573
476	888
477	657
478	548
479	466
480	183
481	581
482	425
483	115
484	196
485	988
486	823
487	551
488	462
489	21
490	538
491	959
492	554
493	409
494	610
495	221
496	219
497	298
498	400
499	203
500	505
501	128
502	618
503	326
504	412
505	151
506	15
507	380
508	888
509	102
510	714
511	865
512	725
513	766
514	359
515	827
516	869
517	505
518	808
519	378
520	656
521	949
522	480
523	346
524	550
525	440
526	10
527	767
528	170
529	158
530	986
531	233
532	364
533	741
534	621
535	282
536	556
537	582
538	149
539	161
540	84
541	776
542	369
543	55
544	962
545	844
546	933
547	427
548	970
549	608
550	644
551	743
552	826
553	192
554	275
555	420
556	513
557	515
558	412
559	210
560	981
561	787
562	160
563	324
564	546
565	183
566	69
567	761
568	826
569	147
570	628
571	397
572	813
573	753
574	794
575	129
576	485
577	785
578	757
579	469
580	628
581	541
582	776
583	773
584	688
585	135
586	993
587	559
588	83
589	321
590	383
591	303
592	64
593	208
594	455
595	901
596	88
597	393
598	461
599	566
600	974
601	491
602	318
603	726
604	105
605	268
606	502
607	809
608	426
609	384
610	718
611	279
612	835
613	701
614	126
615	782
616	191
617	804
618	790
619	444
620	820
621	685
622	983
623	848
624	859
625	621
626	391
627	521
628	495
629	597
630	844
631	814
632	914
633	440
634	479
635	366
636	107
637	165
638	330
639	249
640	359
641	400
642	92
643	978
644	452
645	868
646	238
647	175
648	413
649	371
650	20
651	464
652	322
653	561
654	808
655	803
656	192
657	304
658	832
659	182
660	960
661	82
662	104
663	740
664	326
665	446
666	775
667	290
668	235
669	868
670	438
671	8
672	663
673	211
674	187
675	751
676	527
677	955
678	984
679	422
680	825
681	783
682	736
683	227
684	899
685	314
686	423
687	543
688	600
689	772
690	964
691	979
692	536
693	253
694	803
695	494
696	665
697	382
698	662
699	207
700	874
701	671
702	382
703	788
704	945
705	108
706	821
707	204
708	484
709	190
710	252
711	456
712	877
713	282
714	361
715	475
716	224
717	1000
718	535
719	104
720	872
721	6
722	47
723	605
724	262
725	770
726	89
727	554
728	236
729	263
730	722
731	901
732	97
733	857
734	983
735	835
736	879
737	992
738	794
739	644
740	747
741	693
742	563
743	534
744	156
745	44
746	131
747	973
748	265
749	548
750	910
751	137
752	286
753	528
754	112
755	177
756	228
757	426
758	205
759	900
760	680
761	66
762	305
763	956
764	907
765	186
766	546
767	117
768	827
769	378
770	703
771	113
772	475
773	768
774	588
775	120
776	921
777	559
778	929
779	97
780	625
781	778
782	654
783	131
784	457
785	645
786	189
787	438
788	571
789	657
790	854
791	909
792	691
793	811
794	56
795	840
796	490
797	198
798	740
799	725
800	50
801	912
802	81
803	453
804	739
805	795
806	87
807	418
808	522
809	982
810	683
811	649
812	510
813	250
814	325
815	837
816	489
817	665
818	142
819	228
820	975
821	277
822	77
823	31
824	929
825	801
826	976
827	105
828	201
829	169
830	267
831	167
832	388
833	723
834	414
835	283
836	345
837	674
838	399
839	884
840	683
841	397
842	51
843	520
844	114
845	413
846	11
847	113
848	974
849	996
850	200
851	457
852	772
853	197
854	839
855	347
856	708
857	714
858	251
859	676
860	435
861	388
862	549
863	712
864	335
865	728
866	354
867	98
868	819
869	143
870	124
871	897
872	819
873	823
874	118
875	52
876	890
877	699
878	946
879	532
880	938
881	869
882	822
883	578
884	61
885	636
886	385
887	592
888	790
889	990
890	7
891	970
892	403
893	668
894	895
895	535
896	86
897	798
898	692
899	981
900	771
901	337
902	789
903	178
904	732
905	363
906	694
907	686
908	337
909	916
910	581
911	16
912	123
913	647
914	630
915	882
916	894
917	834
918	918
919	807
920	137
921	229
922	984
923	291
924	209
925	940
926	261
927	870
928	63
929	540
930	796
931	243
932	226
933	379
934	611
935	937
936	398
937	160
938	922
939	562
940	468
941	277
942	116
943	724
944	721
945	583
946	300
947	580
948	737
949	101
950	215
951	658
952	395
953	517
954	704
955	691
956	16
957	774
958	939
959	624
960	947
961	591
962	32
963	341
964	394
965	248
966	713
967	85
968	919
969	255
970	624
971	32
972	678
973	335
974	308
975	511
976	220
977	283
978	56
979	86
980	511
981	321
982	88
983	704
984	107
985	710
986	763
987	705
988	50
989	708
990	247
991	395
992	742
993	96
994	154
995	639
996	875
997	345
998	339
999	463
1000	91
1001	902
1002	161
1003	3
1004	420
1005	574
1006	825
1007	506
1008	733
1009	927
1010	816
1011	811
1012	731
1013	74
1014	329
1015	409
1016	756
1017	809
1018	607
1019	824
1020	470
1021	246
1022	849
1023	652
1024	244
1025	127
1026	831
1027	613
1028	40
1029	377
1030	649
1031	977
1032	998
1033	796
1034	568
1035	462
1036	962
1037	455
1038	417
1039	401
1040	333
1041	142
1042	379
1043	713
1044	816
1045	744
1046	715
1047	24
1048	673
1049	813
1050	38
1051	673
1052	206
1053	543
1054	164
1055	193
1056	45
1057	218
1058	17
1059	256
1060	801
1061	525
1062	746
1063	834
1064	757
1065	843
1066	577
1067	352
1068	410
1069	101
1070	328
1071	690
1072	953
1073	447
1074	90
1075	368
1076	445
1077	220
1078	922
1079	674
1080	290
1081	527
1082	199
1083	366
1084	859
1085	273
1086	733
1087	325
1088	960
1089	358
1090	907
1091	57
1092	515
1093	315
1094	299
1095	942
1096	436
1097	14
1098	996
1099	927
1100	924
1101	639
1102	485
1103	509
1104	367
1105	753
1106	261
1107	661
1108	309
1109	364
1110	782
1111	410
1112	906
1113	498
1114	682
1115	463
1116	447
1117	467
1118	493
1119	720
1120	641
1121	828
1122	193
1123	331
1124	276
1125	258
1126	857
1127	296
1128	999
1129	465
1130	244
1131	891
1132	94
1133	728
1134	838
1135	620
1136	540
1137	280
1138	242
1139	168
1140	242
1141	892
1142	343
1143	146
1144	8
1145	526
1146	936
1147	402
1148	865
1149	449
1150	605
1151	125
1152	987
1153	348
1154	615
1155	117
1156	585
1157	972
1158	404
1159	928
1160	619
1161	655
1162	881
1163	681
1164	924
1165	925
1166	768
1167	957
1168	911
1169	631
1170	344
1171	234
1172	525
1173	200
1174	574
1175	895
1176	280
1177	963
1178	848
1179	247
1180	729
1181	234
1182	293
1183	994
1184	460
1185	111
1186	660
1187	721
1188	293
1189	883
1190	390
1191	900
1192	584
1193	437
1194	477
1195	700
1196	529
1197	434
1198	315
1199	944
1200	102
1201	632
1202	607
1203	373
1204	367
1205	684
1206	521
1207	260
1208	392
1209	688
1210	516
1211	843
1212	173
1213	291
1214	906
1215	897
1216	669
1217	448
1218	194
1219	85
1220	55
1221	518
1222	94
1223	494
1224	298
1225	238
1226	663
1227	422
1228	592
1229	690
1230	45
1231	375
1232	564
1233	431
1234	798
1235	317
1236	508
1237	697
1238	952
1239	370
1240	268
1241	278
1242	139
1243	627
1244	59
1245	308
1246	641
1247	950
1248	968
1249	653
1250	240
1251	566
1252	201
1253	92
1254	743
1255	832
1256	227
1257	177
1258	449
1259	240
1260	349
1261	746
1262	406
1263	615
1264	340
1265	634
1266	334
1267	217
1268	648
1269	864
1270	77
1271	141
1272	780
1273	138
1274	942
1275	229
1276	838
1277	470
1278	314
1279	392
1280	791
1281	75
1282	842
1283	460
1284	502
1285	65
1286	453
1287	90
1288	635
1289	157
1290	870
1291	852
1292	480
1293	340
1294	903
1295	262
1296	399
1297	270
1298	123
1299	973
1300	842
1301	686
1302	436
1303	722
1304	205
1305	41
1306	930
1307	846
1308	350
1309	544
1310	44
1311	875
1312	68
1313	506
1314	978
1315	991
1316	687
1317	334
1318	450
1319	556
1320	810
1321	418
1322	631
1323	504
1324	423
1325	948
1326	284
1327	138
1328	647
1329	437
1330	47
1331	920
1332	458
1333	35
1334	89
1335	36
1336	719
1337	871
1338	111
1339	841
1340	263
1341	81
1342	577
1343	53
1344	216
1345	163
1346	174
1347	993
1348	245
1349	467
1350	162
1351	286
1352	35
1353	225
1354	698
1355	133
1356	575
1357	698
1358	28
1359	338
1360	451
1361	182
1362	428
1363	285
1364	311
1365	821
1366	797
1367	795
1368	67
1369	619
1370	62
1371	351
1372	351
1373	59
1374	899
1375	299
1376	732
1377	458
1378	196
1379	616
1380	21
1381	272
1382	627
1383	845
1384	737
1385	716
1386	935
1387	707
1388	944
1389	431
1390	109
1391	982
1392	324
1393	415
1394	612
1395	517
1396	884
1397	416
1398	777
1399	67
1400	464
1401	39
1402	529
1403	921
1404	963
1405	74
1406	441
1407	11
1408	166
1409	425
1410	374
1411	497
1412	530
1413	911
1414	968
1415	585
1416	389
1417	257
1418	918
1419	163
1420	951
1421	552
1422	867
1423	184
1424	481
1425	655
1426	580
1427	93
1428	596
1429	99
1430	260
1431	333
1432	847
1433	594
1434	687
1435	109
1436	608
1437	719
1438	692
1439	223
1440	307
1441	197
1442	275
1443	479
1444	202
1445	919
1446	818
1447	904
1448	676
1449	800
1450	331
1451	537
1452	614
1453	17
1454	916
1455	184
1456	695
1457	281
1458	860
1459	542
1460	504
1461	656
1462	570
1463	430
1464	896
1465	139
1466	618
1467	14
1468	802
1469	202
1470	311
1471	789
1472	96
1473	435
1474	295
1475	130
1476	659
1477	703
1478	181
1479	904
1480	159
1481	265
1482	913
1483	697
1484	784
1485	65
1486	316
1487	194
1488	855
1489	416
1490	802
1491	752
1492	241
1493	140
1494	852
1495	66
1496	537
1497	279
1498	965
1499	742
1500	214
1501	231
1502	48
1503	934
1504	417
1505	567
1506	225
1507	349
1508	68
1509	474
1510	730
1511	646
1512	24
1513	902
1514	933
1515	248
1516	1
1517	931
1518	799
1519	415
1520	10
1521	985
1522	459
1523	524
1524	402
1525	689
1526	886
1527	980
1528	18
1529	481
1530	880
1531	861
1532	343
1533	774
1534	389
1535	87
1536	103
1537	451
1538	593
1539	125
1540	34
1541	37
1542	443
1543	705
1544	356
1545	684
1546	385
1547	222
1548	230
1549	368
1550	307
1551	222
1552	635
1553	926
1554	498
1555	482
1556	520
1557	164
1558	711
1559	531
1560	424
1561	365
1562	432
1563	855
1564	93
1565	800
1566	73
1567	461
1568	573
1569	285
1570	292
1571	133
1572	281
1573	856
1574	751
1575	702
1576	861
1577	76
1578	654
1579	711
1580	468
1581	720
1582	755
1583	327
1584	760
1585	926
1586	406
1587	301
1588	255
1589	98
1590	717
1591	524
1592	831
1593	522
1594	313
1595	609
1596	304
1597	893
1598	806
1599	863
1600	473
1601	977
1602	99
1603	103
1604	576
1605	232
1606	71
1607	52
1608	693
1609	278
1610	582
1611	947
1612	424
1613	203
1614	226
1615	584
1616	513
1617	27
1618	309
1619	70
1620	938
1621	756
1622	917
1623	218
1624	893
1625	432
1626	928
1627	837
1628	534
1629	180
1630	739
1631	613
1632	889
1633	223
1634	254
1635	71
1636	752
1637	508
1638	943
1639	807
1640	356
1641	642
1642	547
1643	357
1644	472
1645	433
1646	550
1647	376
1648	302
1649	991
1650	651
1651	478
1652	62
1653	765
1654	567
1655	1000
1656	597
1657	295
1658	23
1659	779
1660	34
1661	75
1662	375
1663	950
1664	370
1665	284
1666	78
1667	106
1668	696
1669	956
1670	599
1671	140
1672	586
1673	172
1674	853
1675	648
1676	810
1677	565
1678	564
1679	289
1680	558
1681	108
1682	358
1683	591
1684	637
1685	28
1686	336
1687	598
1688	601
1689	990
1690	31
1691	507
1692	195
1693	503
1694	318
1695	38
1696	473
1697	36
1698	830
1699	116
1700	232
1701	727
1702	216
1703	890
1704	572
1705	989
1706	430
1707	777
1708	147
1709	346
1710	616
1711	452
1712	781
1713	689
1714	145
1715	482
1716	908
1717	121
1718	1
1719	294
1720	13
1721	762
1722	877
1723	100
1724	471
1725	729
1726	767
1727	373
1728	664
1729	969
1730	553
1731	840
1732	914
1733	669
1734	526
1735	121
1736	487
1737	917
1738	833
1739	967
1740	269
1741	909
1742	23
1743	805
1744	617
1745	471
1746	503
1747	76
1748	630
1749	558
1750	405
1751	214
1752	891
1753	487
1754	294
1755	670
1756	159
1757	115
1758	49
1759	830
1760	387
1761	292
1762	407
1763	144
1764	745
1765	867
1766	477
1767	323
1768	678
1769	589
1770	492
1771	943
1772	912
1773	179
1774	717
1775	327
1776	239
1777	745
1778	903
1779	136
1780	889
1781	33
1782	336
1783	594
1784	162
1785	563
1786	640
1787	371
1788	935
1789	500
1790	849
1791	118
1792	828
1793	786
1794	829
1795	885
1796	858
1797	851
1798	172
1799	211
1800	237
1801	51
1802	931
1803	701
1804	862
1805	664
1806	316
1807	638
1808	579
1809	179
1810	761
1811	898
1812	53
1813	759
1814	568
1815	73
1816	936
1817	42
1818	769
1819	523
1820	603
1821	353
1822	472
1823	29
1824	971
1825	851
1826	781
1827	702
1828	961
1829	598
1830	964
1831	833
1832	760
1833	545
1834	623
1835	132
1836	212
1837	765
1838	274
1839	617
1840	871
1841	614
1842	586
1843	266
1844	320
1845	604
1846	658
1847	762
1848	26
1849	707
1850	528
1851	570
1852	297
1853	976
1854	384
1855	998
1856	730
1857	738
1858	84
1859	176
1860	677
1861	874
1862	173
1863	953
1864	269
1865	571
1866	667
1867	579
1868	144
1869	390
1870	894
1871	634
1872	270
1873	49
1874	175
1875	967
1876	289
1877	110
1878	572
1879	518
1880	934
1881	642
1882	590
1883	301
1884	651
1885	603
1886	786
1887	167
1888	512
1889	759
1890	817
1891	626
1892	706
1893	271
1894	339
1895	132
1896	320
1897	54
1898	646
1899	662
1900	622
1901	176
1902	466
1903	212
1904	622
1905	588
1906	818
1907	254
1908	5
1909	26
1910	604
1911	512
1912	560
1913	954
1914	213
1915	930
1916	114
1917	271
1918	43
1919	27
1920	146
1921	483
1922	758
1923	43
1924	429
1925	5
1926	969
1927	33
1928	727
1929	443
1930	363
1931	25
1932	61
1933	39
1934	434
1935	442
1936	48
1937	143
1938	357
1939	599
1940	442
1941	519
1942	626
1943	590
1944	792
1945	376
1946	195
1947	971
1948	171
1949	25
1950	696
1951	237
1952	863
1953	46
1954	171
1955	954
1956	483
1957	769
1958	427
1959	19
1960	880
1961	679
1962	22
1963	881
1964	555
1965	988
1966	174
1967	589
1968	302
1969	13
1970	565
1971	313
1972	274
1973	640
1974	22
1975	738
1976	78
1977	233
1978	987
1979	42
1980	560
1981	488
1982	758
1983	779
1984	523
1985	459
1986	555
1987	54
1988	2
1989	365
1990	9
1991	266
1992	170
1993	488
1994	355
1995	191
1996	181
1997	9
1998	110
1999	353
2000	2
